fraud_flag,payment_id,hashed_ip,device,version,adjusted_pmt_created_at,merchant_name,hashed_consumer_id,adjusted_acc_created_at,amount,hashed_buyer_email,hashed_consumer_email,hashed_buyer_phone,hashed_consumer_phone,consumer_phone_age,merchant_account_age,ltv,hashed_zip,consumer_gender,consumer_age
,9576,ip_6034,iPhone OS,13,2021-04-26 21:01:50.262000,Blue Shop,consumer_2205,2021-04-23 21:03:21.736000,8980,email_000003824@au.com,email_000003824@au.com,815600000173,819000005890,170,0,0,7429019,Female,29
,9577,ip_6034,iPhone OS,13,2021-04-26 21:02:20.579000,Blue Shop,consumer_2205,2021-04-23 21:03:21.736000,8980,email_000003824@au.com,email_000003824@au.com,815600000173,819000005890,200,0,0,7429019,Female,43
,9578,ip_6034,iPhone OS,13,2021-04-26 22:59:01.070000,Blue Shop,consumer_2205,2021-04-23 21:03:21.736000,8980,email_000003824@au.com,email_000003824@au.com,815600000173,819000005890,51,0,0,7429019,Female,52
,9579,ip_6035,Android,7,2021-04-28 21:58:16.367000,Red Shop,consumer_454,2020-12-15 23:04:08.201000,1300,email_000000000004862@gmail.com,email_000000000004862@gmail.com,818000004788,818000004788,42,157,15600,5828207,Male,33
,9580,ip_6035,Android,7,2021-04-26 23:44:23.686000,Red Shop,consumer_454,2020-12-15 23:04:08.201000,1300,email_000000000004862@gmail.com,email_000000000004862@gmail.com,818000004788,818000004788,157,155,15600,5828207,,65
,9581,ip_6035,Android,7,2021-04-26 23:43:24.399000,Red Shop,consumer_1377,2021-04-11 20:53:10.447000,1300,email_000000000004862@gmail.com,email_0000000007229@yahoo.co.jp,818000004788,817000000469,85,155,15600,5828207,Female,38
,9582,ip_6036,iPhone OS,13,2021-05-01 00:34:42.242000,Blue Shop,consumer_6503,2021-05-01 00:34:25.376000,3280,email_000000007200@icloud.com,email_000000007200@icloud.com,818000004694,818000004694,88,0,0,5829197,,69
,9583,ip_6036,iPhone OS,13,2021-05-01 00:34:16.168000,Blue Shop,consumer_6503,2021-05-01 00:34:25.376000,3280,email_000000007200@icloud.com,email_000000007200@icloud.com,818000004694,818000004694,29,0,0,5829197,Female,20
,9584,ip_6037,iPhone OS,13,2021-04-28 19:44:21.040000,Blue Shop,consumer_4316,2021-04-28 19:44:33.001000,7250,email_000000000006968@icloud.com,email_000000000006968@icloud.com,819000005848,819000005848,131,0,0,1175850,,61
,9585,ip_6038,Android,9,2021-04-28 19:38:12.513000,Red Shop,consumer_2006,2021-04-17 22:55:52.283000,1600,email_0000000000761@gmail.com,email_000000000000034@au.com,818000004591,818000004591,170,552,22222,1123822,Male,28
,9586,ip_6039,iPhone OS,13,2021-05-07 17:35:03.161000,Red Shop,consumer_2527,2021-05-07 17:35:15.992000,7600,email_0000000000004228@ezweb.ne.jp,email_0000000000004228@ezweb.ne.jp,818000004930,818000004930,108,565,6000,1015811,Female,68
,9587,ip_6040,iPhone OS,12,2021-04-29 13:33:20.782000,Blue Shop,consumer_4912,2021-04-29 13:33:49.110000,15840,email_000005064@icloud.com,email_000005064@icloud.com,819000006329,819000006329,117,0,0,5248184,Female,70
,9588,ip_6041,iPhone OS,13,2021-04-27 15:03:03.369000,Blue Shop,consumer_3311,2021-04-27 15:03:14.284000,4500,email_0000007527@icloud.com,email_0000007527@icloud.com,818000003340,818000003340,87,0,0,7348105,Male,54
,9589,ip_6042,iPhone OS,12,2021-05-02 23:16:12.072000,Blue Shop,consumer_788,2021-02-21 05:34:33.658000,8530,email_000000000994@yahoo.co.jp,email_000000000994@yahoo.co.jp,819000006870,819000006870,64,0,0,7138099,Female,26
,9590,ip_6043,iPhone OS,13,2021-05-08 22:49:07.704000,Red Shop,consumer_5306,2021-05-04 20:52:26.670000,3800,email_000000005591@gmail.com,email_000000005591@gmail.com,819000006712,819000006712,79,18,6500,7649024,Male,35
,9591,ip_6044,Android,10,2021-05-03 13:07:25.175000,Blue Shop,consumer_4077,2021-05-03 13:07:35.690000,3974,email_00000000000000001867@docomo.ne.jp,email_00000000000000001867@docomo.ne.jp,819000006381,819000006381,80,0,0,6678136,Female,38
,9592,ip_6045,iPhone OS,13,2021-05-08 21:17:27.509000,Blue Shop,consumer_2989,2021-05-08 21:17:39.829000,3370,email_00000000720@softbank.ne.jp,email_00000000720@softbank.ne.jp,818000002599,818000002599,119,0,0,9618433,Female,29
,9593,ip_6046,iPhone OS,13,2021-05-05 04:06:24.897000,Red Shop,consumer_5642,2021-05-05 04:06:38.357000,800,email_000000004050@icloud.com,email_000000004050@icloud.com,818000003115,818000003115,28,247,3199,3658106,,29
,9594,ip_6047,iPhone OS,13,2021-05-05 20:39:50.068000,Blue Shop,consumer_6349,2021-05-05 20:39:58.617000,6570,email_00000000000000007999@icloud.com,email_00000000000000007999@icloud.com,818000003956,818000003956,136,0,0,7648315,Male,25
,9595,ip_6048,Windows NT,10,2021-04-28 20:31:15.276000,Blue Shop,consumer_1640,2021-04-26 09:49:52.216000,5970,email_00001274@coral-co.com,email_00001274@coral-co.com,817000000254,817000000254,56,0,0,4448154,,57
,9596,ip_6048,Windows NT,10,2021-04-26 09:49:37.410000,Blue Shop,consumer_1640,2021-04-26 09:49:52.216000,3530,email_00001274@coral-co.com,email_00001274@coral-co.com,814200000101,817000000254,39,0,0,4448154,,20
,9597,ip_6049,iPhone OS,13,2021-05-05 00:02:35.342000,Red Shop,consumer_5582,2021-05-05 00:02:46.886000,2200,email_0000000004016@i.softbank.jp,email_0000000004016@i.softbank.jp,819000007648,819000007648,189,850,3500,9838104,Female,20
,9598,ip_6050,iPhone OS,13,2021-05-04 01:55:13.930000,Red Shop,consumer_4745,2021-05-04 01:55:27.132000,9000,email_00000000003113@gmail.com,email_00000000003113@gmail.com,819000006444,819000006444,102,446,300,7548697,Female,33
,9599,ip_6051,iPhone OS,11,2021-04-28 16:22:51.586000,Red Shop,consumer_4006,2021-04-28 16:23:07.572000,18050,email_000000000008239@yahoo.co.jp,email_000000000008239@yahoo.co.jp,819000006707,819000006707,183,880,3870,8038107,Male,67
,9600,ip_6052,Windows NT,6,2021-05-08 21:29:17.282000,Blue Shop,consumer_3000,2021-05-08 21:30:25.230000,9200,email_0000003892@hxqmail.com,email_0000003892@hxqmail.com,819000006058,819000007827,121,0,0,4198103,,69
,9601,ip_6052,Windows NT,6,2021-05-08 21:45:39.814000,Blue Shop,consumer_2908,2021-05-08 21:46:41.139000,8500,email_0000006228@emailnube.com,email_00000000006227@emailnube.com,818000001991,819000007834,182,0,0,4638905,,56
,9602,ip_6053,Android,8,2021-05-03 13:42:03.400000,Red Shop,consumer_6704,2021-05-01 17:16:39.689000,7800,email_00007727@gmail.com,email_00007727@gmail.com,818000004802,818000004802,3,65,2800,1210815,,19
,9603,ip_6053,Android,8,2021-05-03 00:56:22.179000,Red Shop,consumer_6704,2021-05-01 17:16:39.689000,8000,email_00007727@gmail.com,email_00007727@gmail.com,818000004802,818000004802,76,65,2800,1210815,Male,41
,9604,ip_6054,Android,9,2021-05-03 09:03:17.574000,Red Shop,consumer_3535,2021-04-27 21:23:48.672000,700,email_000000418@gmail.com,email_000000418@gmail.com,819000008070,819000008070,174,544,1980,1176905,Female,69
,9605,ip_6055,Android,9,2021-05-03 07:05:41.270000,Red Shop,consumer_385,2019-08-22 01:06:27.726000,19950,email_000001897@gmail.com,email_000001897@gmail.com,818000004639,818000004639,35,1029,6200,4858158,Male,38
,9606,ip_6056,Android,9,2021-04-30 22:38:00.629000,Red Shop,consumer_1254,2021-04-15 06:40:43.854000,7200,email_0000000000007959@au.com,email_0000000000007959@au.com,819000006845,819000006845,151,789,14000,7546536,Female,42
,9607,ip_6056,Android,9,2021-04-30 22:37:23.604000,Red Shop,consumer_1254,2021-04-15 06:40:43.854000,7200,email_0000000000007959@au.com,email_0000000000007959@au.com,819000006845,819000006845,3,789,14000,7546536,Male,63
,9608,ip_6057,iPhone OS,13,2021-05-07 10:39:52.740000,Red Shop,consumer_4323,2021-05-03 18:08:45.763000,1200,email_00005665@icloud.com,email_00005665@icloud.com,818000004541,818000004541,106,32,1200,4418106,Male,43
,9609,ip_6057,iPhone OS,13,2021-05-03 18:19:28.914000,Red Shop,consumer_4323,2021-05-03 18:08:45.763000,1300,email_00005665@icloud.com,email_00005665@icloud.com,818000004541,818000004541,103,28,1200,4418106,Female,68
,9610,ip_6057,iPhone OS,13,2021-05-04 22:31:27.239000,Red Shop,consumer_4323,2021-05-03 18:08:45.763000,1200,email_00005665@icloud.com,email_00005665@icloud.com,818000004541,818000004541,99,29,1200,4418106,Female,18
,9611,ip_6057,iPhone OS,13,2021-05-04 22:38:25.867000,Red Shop,consumer_4323,2021-05-03 18:08:45.763000,1200,email_00005665@icloud.com,email_00005665@icloud.com,818000004541,818000004541,102,29,1200,4418106,Male,67
,9612,ip_6057,iPhone OS,13,2021-05-04 22:30:21.269000,Red Shop,consumer_4323,2021-05-03 18:08:45.763000,1200,email_00005665@icloud.com,email_00005665@icloud.com,818000004541,818000004541,10,29,1200,4418106,Male,36
,9613,ip_6057,iPhone OS,13,2021-05-06 19:37:45.908000,Red Shop,consumer_4323,2021-05-03 18:08:45.763000,1200,email_00005665@icloud.com,email_00005665@icloud.com,818000004541,818000004541,91,31,1200,4418106,,19
,9614,ip_6057,iPhone OS,13,2021-05-04 22:30:02.365000,Red Shop,consumer_4323,2021-05-03 18:08:45.763000,1200,email_00005665@icloud.com,email_00005665@icloud.com,818000004541,818000004541,46,29,1200,4418106,Female,42
,9615,ip_6057,iPhone OS,13,2021-05-04 22:34:05.827000,Red Shop,consumer_4323,2021-05-03 18:08:45.763000,1200,email_00005665@icloud.com,email_00005665@icloud.com,818000004541,818000004541,195,29,1200,4418106,Female,46
,9616,ip_6057,iPhone OS,13,2021-05-04 22:14:48.928000,Red Shop,consumer_4323,2021-05-03 18:08:45.763000,1800,email_00005665@icloud.com,email_00005665@icloud.com,818000004541,818000004541,18,29,1200,4418106,Male,52
,9617,ip_6058,Android,9,2021-05-08 22:43:15.387000,Red Shop,consumer_3797,2021-05-02 22:38:21.642000,1350,email_000000000000000000007956@docomo.ne.jp,email_000000000000000000007956@docomo.ne.jp,818000001288,818000001288,11,12,1300,1102901,Female,38
,9618,ip_6058,Android,9,2021-05-06 18:45:31.644000,Red Shop,consumer_3797,2021-05-02 22:38:21.642000,700,email_000000000000000000007956@docomo.ne.jp,email_000000000000000000007956@docomo.ne.jp,818000001288,818000001288,157,10,1300,1102901,Male,55
,9619,ip_6058,Android,9,2021-05-07 21:29:06.930000,Red Shop,consumer_3797,2021-05-02 22:38:21.642000,800,email_000000000000000000007956@docomo.ne.jp,email_000000000000000000007956@docomo.ne.jp,818000001288,818000001288,40,11,1300,1102901,Male,18
,9620,ip_6058,Android,9,2021-05-02 22:51:16.092000,Red Shop,consumer_3797,2021-05-02 22:38:21.642000,1300,email_000000000000000000007956@docomo.ne.jp,email_000000000000000000007956@docomo.ne.jp,818000001288,818000001288,109,6,300,1102901,Male,66
,9621,ip_6059,Android,8,2021-05-01 20:13:41.032000,Blue Shop,consumer_6955,2021-05-01 20:13:50.592000,4000,email_00000003185@gmail.com,email_00000003185@gmail.com,819000005798,819000005798,85,0,0,9378146,,57
,9622,ip_6060,iPhone OS,13,2021-05-07 21:53:25.989000,Blue Shop,consumer_2628,2021-05-07 21:53:42.578000,5740,email_003297@yahoo.co.jp,email_003297@yahoo.co.jp,818000003606,818000003606,173,0,0,9378146,Female,62
,9623,ip_6061,iPad; CPU OS,13,2021-05-02 08:03:56.602000,Blue Shop,consumer_3109,2021-05-02 08:04:09.111000,2200,email_0000000000000000000005007@docomo.ne.jp,email_0000000000000000000005007@docomo.ne.jp,818000002814,818000002814,42,0,0,5268137,Female,23
,9624,ip_6062,Android,9,2021-05-04 00:07:45.045000,Red Shop,consumer_4388,2021-05-03 23:44:02.806000,880,email_000000648@gmail.com,email_000000648@gmail.com,819000006559,819000006559,157,0,0,8748898,,21
,9625,ip_6063,iPhone OS,13,2021-05-07 01:05:32.830000,Red Shop,consumer_2358,2021-05-07 01:05:43.809000,700,email_000007137@docomo.ne.jp,email_000007137@docomo.ne.jp,818000001208,818000001208,120,3,1000,1129811,,57
,9626,ip_6064,iPhone OS,13,2021-05-04 22:11:05.833000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,165,0,0,1103019,Female,37
,9627,ip_6064,iPhone OS,13,2021-05-04 22:04:06.507000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,7,0,0,1103019,,23
,9628,ip_6064,iPhone OS,13,2021-05-04 22:21:35.569000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,83,0,0,1103019,Male,25
,9629,ip_6064,iPhone OS,13,2021-05-05 14:51:27.745000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,73,0,0,1103019,Male,48
,9630,ip_6064,iPhone OS,13,2021-05-05 14:57:59.486000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,102,0,0,1103019,Male,55
,9631,ip_6064,iPhone OS,13,2021-05-04 22:21:19.582000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,22,0,0,1103019,Female,28
,9632,ip_6064,iPhone OS,13,2021-05-05 14:56:30.453000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,71,0,0,1103019,Female,19
,9633,ip_6064,iPhone OS,13,2021-05-04 21:55:06.622000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,171,0,0,1103019,Female,50
,9634,ip_6064,iPhone OS,13,2021-05-04 22:06:03.426000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,91,0,0,1103019,Male,33
,9635,ip_6064,iPhone OS,13,2021-05-04 23:03:05.410000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,14,0,0,1103019,,56
,9636,ip_6064,Android,5,2021-05-04 22:30:05.243000,Blue Shop,consumer_5215,2021-05-04 22:29:55.153000,34720,email_000000000000102@ezweb.ne.jp,email_000000000000102@ezweb.ne.jp,819000005114,819000005114,118,0,0,1103019,Female,55
,9637,ip_6064,iPhone OS,13,2021-05-05 14:52:57.001000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,37,0,0,1103019,Female,16
,9638,ip_6064,iPhone OS,13,2021-05-04 22:23:47.823000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,101,0,0,1103019,Female,23
,9639,ip_6064,iPhone OS,13,2021-05-04 22:41:51.290000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,108,0,0,1103019,Male,32
,9640,ip_6064,Android,5,2021-05-04 22:32:27.389000,Blue Shop,consumer_5215,2021-05-04 22:29:55.153000,34720,email_000000000000102@ezweb.ne.jp,email_000000000000102@ezweb.ne.jp,819000005114,819000005114,6,0,0,1103019,Female,36
,9641,ip_6064,iPhone OS,13,2021-05-04 21:56:27.344000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,111,0,0,1103019,Female,32
,9642,ip_6064,iPhone OS,13,2021-05-04 22:13:29.440000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,56,0,0,1103019,Female,35
,9643,ip_6064,Android,5,2021-05-04 22:29:45.173000,Blue Shop,consumer_5215,2021-05-04 22:29:55.153000,34720,email_000000000000102@ezweb.ne.jp,email_000000000000102@ezweb.ne.jp,819000005114,819000005114,53,0,0,1103019,Male,46
,9644,ip_6064,iPhone OS,13,2021-05-04 22:04:49.513000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,85,0,0,1103019,Male,36
,9645,ip_6064,iPhone OS,13,2021-05-04 22:43:53.243000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,155,0,0,1103019,Female,28
,9646,ip_6064,iPhone OS,13,2021-05-04 23:05:12.684000,Blue Shop,consumer_5475,2021-05-04 21:55:33.428000,34720,email_000000000000092@ezweb.ne.jp,email_000000000000092@ezweb.ne.jp,818000002439,818000002439,109,0,0,1103019,Female,70
,9647,ip_6065,Android,10,2021-05-02 05:51:06.294000,Red Shop,consumer_5403,2021-04-29 23:00:53.111000,8900,email_00007221@gmail.com,email_00007220@au.com,819000005334,819000005334,53,0,0,1122931,Female,44
,9648,ip_6066,iPhone OS,13,2021-04-29 22:35:54.681000,Blue Shop,consumer_5323,2021-04-29 22:37:00.929000,3780,email_008226@gmail.com,email_008226@gmail.com,819000005496,819000005496,38,0,0,6640414,Female,23
,9649,ip_6067,iPhone OS,13,2021-04-28 00:38:56.798000,Red Shop,consumer_3633,2021-04-28 00:39:27.725000,32300,email_00000000007597@gmail.com,email_00000000007597@gmail.com,817000000486,817000000486,88,585,3000,5868960,Male,64
,9650,ip_6068,iPhone OS,13,2021-04-29 15:40:23.860000,Red Shop,consumer_4937,2021-04-29 13:54:45.374000,12480,email_00000000000004468@ezweb.ne.jp,email_00000000000004468@ezweb.ne.jp,819000006071,819000005001,157,567,600,7638916,Male,65
,9651,ip_6069,iPhone OS,13,2021-04-29 21:42:18.417000,Red Shop,consumer_7480,2020-09-25 15:27:38.850000,25175,email_000007313@gmail.com,email_000007313@gmail.com,819000006944,819000006944,13,1797,7500,7639037,Female,56
,9652,ip_6070,Android,9,2021-05-07 11:14:47.430000,Blue Shop,consumer_2451,2021-05-07 11:15:12.901000,12100,email_000000000000007468@softbank.ne.jp,email_000000000000007468@softbank.ne.jp,818000004621,818000004621,73,0,0,7648365,Female,32
,9653,ip_6071,Android,9,2021-04-28 10:12:24.466000,Red Shop,consumer_3913,2021-04-28 10:12:37.459000,400,email_000001865@gmail.com,email_000001865@gmail.com,818000001756,818000001756,156,866,1208,5238235,Female,68
,9654,ip_6072,Android,9,2021-05-02 10:00:14.209000,Red Shop,consumer_915,2021-03-07 14:51:03.616000,500,email_0000000007892@gmail.com,email_0000000007892@gmail.com,818000001526,818000001526,13,46,1480,1067826,,54
,9655,ip_6073,iPhone OS,13,2021-04-30 21:20:07.392000,Red Shop,consumer_4851,2021-04-29 15:09:55.518000,5980,email_000000000000052@au.com,email_00000001980@icloud.com,818000002903,818000002903,15,0,0,6956175,Male,16
,9656,ip_6074,Android,10,2021-04-28 13:27:04.237000,Blue Shop,consumer_4133,2021-04-28 13:28:10.459000,5970,email_00000000000000002725@gmail.com,email_00000000000000002725@gmail.com,819000008095,819000008095,195,0,0,2568926,,16
,9657,ip_6075,Android,10,2021-05-02 22:58:37.277000,Blue Shop,consumer_3632,2021-05-02 22:59:11.158000,10398,email_000000000000000000000002573@docomo.ne.jp,email_000000000000000000000002573@docomo.ne.jp,819000005200,819000005200,195,0,0,6029303,Male,24
,9658,ip_6076,iPhone OS,13,2021-04-29 21:59:07.542000,Blue Shop,consumer_5232,2021-04-29 21:59:19.622000,12000,email_0000007739@docomo.ne.jp,email_0000007739@docomo.ne.jp,819000007529,819000007529,27,0,0,3228928,Male,35
,9659,ip_6077,iPhone OS,13,2021-05-04 16:59:58.876000,Blue Shop,consumer_5158,2021-05-04 17:00:11.797000,13880,email_0000007962@i.softbank.jp,email_0000007962@i.softbank.jp,817000000820,817000000820,99,0,0,1236892,,21
,9660,ip_6077,iPhone OS,13,2021-05-04 17:01:07.062000,Blue Shop,consumer_5158,2021-05-04 17:00:11.797000,13880,email_0000007962@i.softbank.jp,email_0000007962@i.softbank.jp,817000000820,817000000820,70,0,0,1236892,Female,41
,9661,ip_6078,iPhone OS,12,2021-05-06 07:56:38.028000,Red Shop,consumer_4911,2021-05-04 11:56:49.853000,1200,email_000000000006862@yahoo.co.jp,email_000000000006862@yahoo.co.jp,818000003503,818000003503,82,0,0,1139809,,65
,9662,ip_6079,iPhone OS,13,2021-04-26 19:22:38.992000,Red Shop,consumer_1143,2021-03-30 16:01:00.006000,48888,email_006160@technoholic.net,email_0000000006395@gmail.com,814500000108,817000000665,152,0,0,4948906,Male,69
,9663,ip_6079,iPhone OS,13,2021-04-26 19:27:39.124000,Red Shop,consumer_1143,2021-03-30 16:01:00.006000,48888,email_006160@technoholic.net,email_0000000006395@gmail.com,814500000108,817000000665,82,0,0,4948906,Male,68
,9664,ip_6080,iPhone OS,13,2021-05-06 13:25:21.283000,Blue Shop,consumer_6732,2021-05-06 13:25:37.325000,6770,email_0000005476@i.softbank.jp,email_0000005476@i.softbank.jp,819000008174,819000008174,11,0,0,4248113,Female,52
,9665,ip_6081,iPhone OS,13,2021-04-27 22:02:11.828000,Blue Shop,consumer_3351,2021-04-27 22:01:24.365000,16100,email_000000003533@i.softbank.jp,email_000000003533@i.softbank.jp,819000007929,819000007929,38,0,0,4198107,Female,54
,9666,ip_6081,iPhone OS,13,2021-04-27 22:01:12.320000,Blue Shop,consumer_3351,2021-04-27 22:01:24.365000,16100,email_000000003533@i.softbank.jp,email_000000003533@i.softbank.jp,819000007929,819000007929,118,0,0,4198107,Male,40
1,9667,ip_6082,Windows NT,6,2021-04-26 22:31:14.776000,Blue Shop,consumer_2198,2021-04-26 22:33:12.690000,8600,email_00007796@protonmail.com,email_00007796@protonmail.com,813300000078,819000007370,60,0,0,3748893,Female,65
1,9668,ip_6082,Windows NT,6,2021-04-26 22:35:17.812000,Blue Shop,consumer_2245,2021-04-26 22:37:24.866000,8400,email_00007796@protonmail.com,email_0000002294@protonmail.com,813300000078,819000006562,168,0,0,3748893,Male,49
,9669,ip_6083,Windows NT,10,2021-04-28 22:26:02.925000,Blue Shop,consumer_4571,2021-04-28 22:27:39.454000,14960,email_00000008291@yahoo.co.jp,email_00000008291@yahoo.co.jp,818000002953,818000002953,15,0,0,3898164,Female,35
,9670,ip_6083,Windows NT,10,2021-04-28 22:21:42.177000,Blue Shop,consumer_4558,2021-04-28 22:23:34.658000,11400,email_000000005520@yahoo.co.jp,email_000000005520@yahoo.co.jp,819000007480,818000002959,4,0,0,6798129,Female,46
,9671,ip_6083,Windows NT,10,2021-04-28 22:12:29.517000,Blue Shop,consumer_4541,2021-04-28 22:14:28.243000,12100,email_00000005517@yahoo.co.jp,email_00000005517@yahoo.co.jp,819000006588,819000006588,66,0,0,6798129,Male,53
,9672,ip_6083,Windows NT,10,2021-04-28 22:29:37.469000,Blue Shop,consumer_4578,2021-04-28 22:31:24.815000,11000,email_0000005518@yahoo.co.jp,email_0000005518@yahoo.co.jp,818000002957,818000002957,199,0,0,6798129,Female,22
,9673,ip_6084,Windows NT,10,2021-04-29 22:35:23.870000,Blue Shop,consumer_5327,2021-04-29 22:37:49.955000,9980,email_00000003769@gomen-da.com,email_00000003769@gomen-da.com,819000007442,819000007442,155,0,0,5430603,Female,52
,9674,ip_6084,Windows NT,10,2021-04-29 21:52:48.747000,Blue Shop,consumer_5497,2021-04-29 21:53:36.782000,13164,email_00000003772@gomen-da.com,email_00000003772@gomen-da.com,818000002994,818000002994,191,0,0,5430603,,61
,9675,ip_6084,Windows NT,10,2021-04-29 21:43:06.023000,Blue Shop,consumer_5467,2021-04-29 21:43:57.038000,11980,email_00000003791@gomen-da.com,email_00000003791@gomen-da.com,819000006607,819000006607,121,0,0,7918146,Female,49
,9676,ip_6084,Windows NT,10,2021-04-29 21:54:35.906000,Blue Shop,consumer_5496,2021-04-29 21:55:12.788000,12600,email_00000003792@gomen-da.com,email_00000003792@gomen-da.com,819000006596,819000006596,125,0,0,9930216,,47
,9677,ip_6084,Windows NT,10,2021-04-29 22:42:28.918000,Blue Shop,consumer_5334,2021-04-29 22:43:22.561000,12400,email_000000003779@gomen-da.com,email_000000003779@gomen-da.com,818000003001,818000002976,159,0,0,5430603,Male,39
,9678,ip_6084,Windows NT,10,2021-04-29 22:48:25.499000,Blue Shop,consumer_5371,2021-04-29 22:49:06.342000,12564,email_00000003766@gomen-da.com,email_00000003766@gomen-da.com,819000006482,819000006482,19,0,0,1175620,Female,53
,9679,ip_6084,Windows NT,10,2021-04-29 21:58:14.439000,Blue Shop,consumer_5236,2021-04-29 22:01:02.913000,12600,email_0000003788@gomen-da.com,email_0000003788@gomen-da.com,819000007460,819000007460,107,0,0,5430603,Female,23
,9680,ip_6084,Windows NT,10,2021-04-29 22:29:15.038000,Blue Shop,consumer_5289,2021-04-29 22:30:31.272000,12100,email_00000003776@gomen-da.com,email_00000003776@gomen-da.com,819000006590,819000006590,4,0,0,6029193,Female,20
,9681,ip_6084,Windows NT,10,2021-04-29 22:16:24.249000,Blue Shop,consumer_5263,2021-04-29 22:17:19.991000,11400,email_00000003777@gomen-da.com,email_00000003777@gomen-da.com,818000002992,818000002992,168,0,0,8258956,Male,24
,9682,ip_6084,Windows NT,10,2021-04-29 22:13:17.188000,Blue Shop,consumer_5269,2021-04-29 22:14:55.368000,13300,email_0000003786@gomen-da.com,email_0000003786@gomen-da.com,819000007475,819000006592,19,0,0,6029193,Female,30
,9683,ip_6084,Windows NT,10,2021-04-29 22:22:08.441000,Blue Shop,consumer_5288,2021-04-29 22:23:44.938000,12800,email_00000003784@gomen-da.com,email_00000003784@gomen-da.com,819000006593,819000006593,177,0,0,6029193,Male,19
,9684,ip_6084,Windows NT,10,2021-04-29 22:26:50.084000,Blue Shop,consumer_5301,2021-04-29 22:27:45.661000,9010,email_00000003783@gomen-da.com,email_00000003783@gomen-da.com,819000006591,819000006591,151,0,0,9930216,Male,26
,9685,ip_6084,Windows NT,10,2021-04-29 21:47:30.767000,Blue Shop,consumer_5484,2021-04-29 21:48:43.967000,10600,email_00000003771@gomen-da.com,email_00000003771@gomen-da.com,819000006342,819000007461,197,0,0,5430603,,66
,9686,ip_6084,Windows NT,10,2021-04-29 21:50:42.444000,Blue Shop,consumer_5481,2021-04-29 21:51:54.942000,13800,email_00000003795@gomen-da.com,email_00000003795@gomen-da.com,819000007456,819000007456,128,0,0,1175620,Female,40
,9687,ip_6084,Windows NT,10,2021-04-29 22:33:02.259000,Blue Shop,consumer_5309,2021-04-29 22:33:40.724000,12700,email_000000003778@gomen-da.com,email_000000003778@gomen-da.com,819000007446,819000007446,96,0,0,5430603,Female,31
,9688,ip_6084,Windows NT,10,2021-04-29 22:51:39.900000,Blue Shop,consumer_5383,2021-04-29 22:52:38.256000,9980,email_0000003768@gomen-da.com,email_0000003768@gomen-da.com,818000002974,818000002974,58,0,0,5430603,Male,46
